DeliveryID,RouteID,DriverID,Region,ShipmentType,DeliveryDate,ExpectedDeliveryDate,DeliveryStatus,PriorityFlag
104238,R003,Driver 13,MW,Express,2025-06-29 04:43:52,2025-06-29 04:43:52,On-Time,0
104239,R005,,NE,Express,2024-04-12 13:56:47,2024-04-14 13:56:47,On-Time,0
104240,R002,,NW,Priority,2024-07-21 03:11:51,2024-07-20 03:11:51,On-Time,0
104241,R004,Driver 2,SE,Standard,2025-03-30 00:17:17,2025-03-31 00:17:17,On-Time,0
104242,R002,Driver 16,SE,Standard,2023-08-28 12:09:48,2023-08-27 12:09:48,Late,1
104243,R005,Driver 6,SW,Priority,2023-06-25 21:53:07,2023-06-23 21:53:07,On-Time,1
104244,R005,Driver 14,SE,Standard,2023-03-04 11:20:17,2023-03-05 11:20:17,Exception,0
104245,R002,Driver 1,NW,Express,2025-09-01 06:37:09,2025-08-31 06:37:09,Late,0
104246,R004,Driver 17,NE,Express,2023-01-10 22:37:02,2023-01-12 22:37:02,On-Time,0
104247,R002,Driver 11,NE,Priority,2024-04-27 09:54:48,2024-04-27 09:54:48,On-Time,0
104248,R005,Driver 19,MW,Priority,2024-05-23 22:07:25,2024-05-22 22:07:25,On-Time,0
104249,R005,Driver 3,NE,Priority,2025-04-28 03:26:56,2025-04-26 03:26:56,On-Time,0
104250,R003,Driver 11,SW,Express,2024-03-16 04:31:55,2024-03-18 04:31:55,On-Time,0
104251,R003,Driver 5,NW,Priority,2025-03-08 09:36:30,2025-03-06 09:36:30,Late,0
104252,R001,Driver 17,MW,Standard,2023-12-14 05:00:42,2023-12-14 05:00:42,On-Time,1
104253,R005,,SW,Priority,2024-02-10 11:33:06,2024-02-08 11:33:06,On-Time,1
104254,R003,Driver 7,SW,Standard,2023-03-05 03:01:39,2023-03-04 03:01:39,Late,1
104255,R002,Driver 10,SW,Express,2023-06-02 20:42:39,2023-06-01 20:42:39,On-Time,0
104256,R004,Driver 11,SE,Standard,2025-08-24 03:53:35,2025-08-26 03:53:35,On-Time,0
104257,R002,Driver 3,SW,Standard,2023-12-01 20:42:04,2023-12-01 20:42:04,On-Time,0
104258,R004,Driver 20,SE,Standard,2023-03-02 06:57:48,2023-03-02 06:57:48,On-Time,0
104259,R003,Driver 10,NE,Express,2023-08-23 23:46:45,2023-08-24 23:46:45,Late,0
104260,R001,Driver 10,SE,Standard,2023-10-30 10:38:01,2023-10-31 10:38:01,Exception,0
104261,R002,Driver 14,S.,Standard,2023-09-20 22:41:34,2023-09-19 22:41:34,On-Time,0
104262,R002,Driver 12,NW,Priority,2023-02-14 21:50:21,2023-02-12 21:50:21,On-Time,0
104263,R002,Driver 15,N.,Priority,2023-08-19 16:53:44,2023-08-17 16:53:44,On-Time,1
104264,R004,Driver 10,NE,Priority,2024-06-22 18:56:15,2024-06-24 18:56:15,Late,0
104265,R003,Driver 10,SW,Standard,2024-07-14 16:39:50,2024-07-14 16:39:50,On-Time,0
104266,R002,Driver 19,SE,Standard,2025-03-29 13:55:10,2025-03-28 13:55:10,On-Time,0
104267,R002,Driver 1,NW,Express,2025-01-05 20:07:14,2025-01-03 20:07:14,On-Time,1
104268,R001,,MW,Standard,2023-04-23 16:43:16,2023-04-24 16:43:16,Exception,0
104269,R001,Driver 10,SW,Standard,2025-11-19 08:22:17,2025-11-18 08:22:17,On-Time,0
104270,R003,Driver 2,SW,Express,2025-05-20 18:27:38,2025-05-22 18:27:38,On-Time,1
104271,R003,Driver 17,MW,Standard,2023-12-15 05:19:33,2023-12-14 05:19:33,Late,0
104272,R005,,NW,Express,2025-11-19 14:15:33,2025-11-17 14:15:33,On-Time,1
104273,R001,Driver 7,MW,Express,2025-07-14 19:04:44,2025-07-16 19:04:44,On-Time,0
104274,R005,Driver 7,NE,Priority,2025-03-29 06:25:01,2025-03-30 06:25:01,On-Time,0
104275,R004,Driver 20,SE,Standard,2023-09-05 13:49:20,2023-09-06 13:49:20,Exception,0
104276,R005,Driver 9,SE,Priority,2025-09-30 12:12:16,2025-09-28 12:12:16,On-Time,0
104277,R002,,NW,Standard,2025-09-01 11:58:05,2025-09-03 11:58:05,On-Time,0
104278,R005,Driver 2,MW,Priority,2025-09-26 22:35:19,2025-09-27 22:35:19,On-Time,0
104279,R003,Driver 14,SW,Express,2023-02-12 20:39:18,2023-02-14 20:39:18,Late,0
104280,R004,Driver 17,SW,Express,2024-02-18 03:31:53,2024-02-17 03:31:53,On-Time,0
104281,R002,Driver 1,S.,Express,2024-06-25 18:03:52,2024-06-25 18:03:52,On-Time,0
104282,R005,Driver 9,NE,Express,2023-07-08 08:59:47,2023-07-08 08:59:47,On-Time,1
104283,R004,Driver 20,NE,Standard,2024-12-19 18:21:49,2024-12-19 18:21:49,On-Time,0
104284,R004,,SW,Standard,2023-06-07 09:38:45,2023-06-08 09:38:45,Late,0
104285,R002,Driver 19,NW,Priority,2025-01-02 19:15:28,2024-12-31 19:15:28,On-Time,0
104286,R005,Driver 4,NE,Standard,2023-09-12 13:23:18,2023-09-12 13:23:18,Late,0
104287,R004,Driver 8,NE,Standard,2025-01-04 04:28:15,2025-01-02 04:28:15,Late,1
104288,R004,Driver 13,SE,Priority,2023-08-23 15:34:14,2023-08-23 15:34:14,Exception,1
104289,R001,Driver 4,SE,Express,2024-09-18 03:50:46,2024-09-17 03:50:46,On-Time,1
104290,R004,Driver 9,NW,Priority,2023-06-22 06:23:42,2023-06-22 06:23:42,On-Time,0
104291,R001,Driver 9,NE,Priority,2023-08-16 21:33:43,2023-08-14 21:33:43,On-Time,0
104292,R005,,NE,Express,2023-10-31 14:41:56,2023-11-01 14:41:56,Exception,0
104293,R005,Driver 18,MW,Priority,2024-03-11 12:50:28,2024-03-10 12:50:28,Late,0
104294,R005,Driver 12,NW,Priority,2024-10-23 15:42:03,2024-10-21 15:42:03,On-Time,1
104295,R003,Driver 10,NW,Priority,2025-07-20 09:26:01,2025-07-22 09:26:01,Exception,1
104296,R005,Driver 11,MW,Standard,2024-11-19 15:18:50,2024-11-19 15:18:50,Late,0
104297,R004,Driver 7,MW,Express,2023-03-27 00:55:11,2023-03-26 00:55:11,Exception,0
104298,R002,Driver 9,SE,Express,2023-05-01 08:44:57,2023-05-02 08:44:57,On-Time,0
104299,R001,Driver 6,NW,Priority,2023-01-23 02:17:32,2023-01-25 02:17:32,Late,0
104300,R003,Driver 19,NW,Standard,2023-08-16 08:30:12,2023-08-16 08:30:12,Late,0
104301,R005,Driver 16,MW,Express,2023-03-05 18:38:51,2023-03-04 18:38:51,On-Time,0
104302,R005,Driver 15,SW,Express,2023-08-02 22:49:28,2023-07-31 22:49:28,Exception,1
104303,R002,Driver 7,SW,Priority,2024-10-15 13:01:00,2024-10-15 13:01:00,On-Time,0
104304,R002,Driver 16,SE,Priority,2024-05-23 07:30:47,2024-05-22 07:30:47,On-Time,0
104305,R003,Driver 5,SW,Priority,2023-02-19 19:43:07,2023-02-19 19:43:07,Late,0
104306,R001,Driver 16,SW,Express,2024-04-29 08:18:24,2024-04-28 08:18:24,On-Time,0
104307,R005,Driver 1,SW,Priority,2024-01-09 04:43:27,2024-01-07 04:43:27,Late,0
104308,R003,Driver 19,NE,Priority,2023-04-08 21:22:16,2023-04-08 21:22:16,On-Time,0
104309,R004,Driver 5,SE,Priority,2023-10-29 03:47:04,2023-10-28 03:47:04,On-Time,0
104310,R004,Driver 7,MW,Standard,2023-03-03 03:41:36,2023-03-05 03:41:36,On-Time,1
104311,R003,Driver 19,SW,Priority,2023-12-29 19:05:27,2023-12-30 19:05:27,On-Time,0
104312,R005,,NE,Express,2025-07-31 19:46:47,2025-07-30 19:46:47,Late,1
104313,R003,Driver 5,SW,Priority,2023-08-11 09:58:35,2023-08-10 09:58:35,On-Time,0
104314,R005,Driver 17,NE,Express,2024-05-06 16:05:28,2024-05-05 16:05:28,On-Time,0
104315,R002,,SE,Standard,2023-05-03 22:59:11,2023-05-03 22:59:11,On-Time,0
104316,R003,Driver 8,SW,Standard,2024-01-13 00:50:37,2024-01-14 00:50:37,Late,1
104317,R005,Driver 1,NE,Priority,2024-01-31 14:16:31,,On-Time,0
104318,R003,Driver 2,NW,Express,2023-10-24 16:55:52,2023-10-23 16:55:52,Late,0
104319,R003,Driver 15,NW,Priority,2024-04-14 17:21:13,2024-04-13 17:21:13,On-Time,0
104320,R005,Driver 20,NE,Priority,2023-06-16 00:29:28,2023-06-17 00:29:28,On-Time,0
104321,R005,Driver 18,S.,Express,2024-03-20 14:58:35,2024-03-22 14:58:35,Late,1
104322,R001,Driver 11,SW,Express,2023-08-21 22:57:32,2023-08-21 22:57:32,On-Time,1
104323,R003,,SE,Express,2024-05-31 02:21:23,2024-06-02 02:21:23,On-Time,0
104324,R004,Driver 10,SE,Express,2023-11-18 22:32:42,2023-11-17 22:32:42,Late,1
104325,R003,,MW,Express,2023-05-04 22:52:04,2023-05-03 22:52:04,On-Time,0
104326,R003,,SE,Standard,2023-08-17 14:12:53,2023-08-15 14:12:53,Late,1
104327,R005,Driver 4,SW,Standard,2024-07-17 08:32:25,2024-07-15 08:32:25,Late,0
104328,R003,Driver 5,MW,Standard,2025-10-17 06:59:15,2025-10-19 06:59:15,On-Time,0
104329,R003,Driver 4,SE,Express,2024-10-16 21:40:59,2024-10-14 21:40:59,On-Time,0
104330,R004,Driver 13,NE,Express,2024-01-22 01:04:14,2024-01-23 01:04:14,On-Time,0
104331,R005,,NW,Express,2024-06-10 04:45:30,2024-06-12 04:45:30,Exception,0
104332,R003,Driver 13,SE,Priority,2024-07-12 00:58:46,2024-07-10 00:58:46,Exception,0
104333,R002,Driver 18,SE,Standard,2025-01-28 05:02:48,2025-01-26 05:02:48,On-Time,0
104334,R001,,NE,Standard,2024-12-11 17:12:13,2024-12-12 17:12:13,On-Time,0
104335,R004,Driver 2,SW,Priority,2023-06-16 18:43:59,2023-06-17 18:43:59,On-Time,0
104336,R003,Driver 16,NE,Priority,2025-07-10 07:07:58,2025-07-12 07:07:58,On-Time,1
104337,R002,Driver 1,SE,Standard,2024-07-22 02:34:27,2024-07-22 02:34:27,On-Time,1
104338,R003,Driver 19,SW,Express,2024-11-06 09:14:48,2024-11-07 09:14:48,Late,1
104339,R003,Driver 9,MW,S.,2025-06-15 20:56:18,,Exception,0
104340,R005,Driver 3,SE,Express,2025-11-16 18:55:39,2025-11-18 18:55:39,Exception,0
104341,R005,,NE,Standard,2023-11-25 13:29:14,2023-11-25 13:29:14,On-Time,1
104342,R005,Driver 7,MW,Standard,2023-10-29 08:49:31,2023-10-31 08:49:31,Exception,0
104343,R002,Driver 10,NW,Priority,2025-09-04 08:07:57,2025-09-02 08:07:57,Late,0
104344,R003,Driver 1,M.,Priority,2025-08-18 02:12:23,2025-08-18 02:12:23,On-Time,0
104345,R001,Driver 10,NE,Express,2025-07-11 01:51:46,2025-07-11 01:51:46,On-Time,0
104346,R004,,MW,Express,2024-09-04 11:32:50,2024-09-05 11:32:50,Late,1
104347,R005,Driver 9,NE,S.,2024-09-09 08:10:32,2024-09-08 08:10:32,Exception,0
104348,R005,Driver 15,SE,Priority,2023-09-23 10:08:29,2023-09-21 10:08:29,On-Time,0
104349,R003,Driver 15,SW,Express,2024-11-06 19:34:58,2024-11-05 19:34:58,On-Time,0
104350,R003,Driver 3,NW,Express,2023-04-24 13:43:38,2023-04-22 13:43:38,On-Time,0
104351,R002,,SW,Express,2025-12-30 01:59:25,2026-01-01 01:59:25,Exception,0
104352,R002,Driver 5,SW,Standard,2023-04-22 21:33:07,2023-04-21 21:33:07,Exception,0
104353,R005,Driver 9,SW,Express,2024-02-04 05:38:53,2024-02-04 05:38:53,On-Time,0
104354,R003,,NE,Express,2025-12-30 04:46:22,2025-12-31 04:46:22,On-Time,0
104355,R001,Driver 9,NE,Priority,2024-01-03 17:00:31,2024-01-01 17:00:31,Exception,0
104356,R004,,NW,Priority,2024-05-17 19:35:55,2024-05-18 19:35:55,Late,1
104357,R003,Driver 7,NE,Priority,2023-11-23 15:27:48,2023-11-21 15:27:48,Exception,1
104358,R003,,NE,Standard,2025-02-10 00:00:47,2025-02-10 00:00:47,Late,0
104359,R002,,NE,Priority,2025-01-15 15:30:49,2025-01-15 15:30:49,On-Time,0
104360,R004,Driver 12,NE,Priority,2024-06-03 13:08:28,2024-06-03 13:08:28,Late,0
104361,R005,,SE,Priority,2025-10-17 16:47:07,2025-10-17 16:47:07,On-Time,0
104362,R003,Driver 9,NW,Priority,2023-06-24 12:36:10,2023-06-24 12:36:10,Late,0
104363,R005,Driver 6,NE,Express,2025-05-05 10:16:25,2025-05-06 10:16:25,On-Time,0
104364,R003,,NW,Standard,2025-01-21 18:07:14,2025-01-23 18:07:14,Exception,0
104365,R005,Driver 2,MW,Express,2025-08-17 12:30:20,2025-08-16 12:30:20,Exception,0
104366,R004,Driver 9,S.,E.,2023-08-19 03:25:50,2023-08-20 03:25:50,On-Time,1
104367,R002,Driver 17,NE,Standard,2023-03-28 14:05:37,2023-03-27 14:05:37,On-Time,0
104368,R004,Driver 1,SE,Express,2025-12-05 09:58:01,2025-12-07 09:58:01,On-Time,0
104369,R001,Driver 19,SE,Priority,2023-01-13 20:17:19,2023-01-11 20:17:19,Late,0
104370,R002,Driver 6,MW,Standard,2024-07-03 11:42:08,2024-07-05 11:42:08,Late,0
104371,R004,Driver 5,NW,Express,2024-08-09 01:33:15,2024-08-11 01:33:15,Exception,0
104372,R001,Driver 2,S.,Express,2023-11-03 11:52:06,2023-11-01 11:52:06,On-Time,1
104373,R003,Driver 9,SW,Priority,2023-12-17 20:07:23,2023-12-16 20:07:23,On-Time,0
104374,R003,Driver 14,MW,E.,2023-10-28 20:28:52,2023-10-28 20:28:52,On-Time,0
104375,R005,Driver 4,SW,Express,2025-10-01 15:32:16,2025-09-29 15:32:16,On-Time,1
104376,R002,Driver 4,MW,Express,2024-08-06 12:00:02,2024-08-04 12:00:02,On-Time,0
104377,R003,,SW,Standard,2023-01-17 21:13:19,2023-01-19 21:13:19,Exception,0
104378,R002,Driver 15,SW,Standard,2023-03-18 10:31:56,2023-03-16 10:31:56,On-Time,0
104379,R003,Driver 8,SE,Express,2024-04-05 15:45:18,2024-04-06 15:45:18,Late,0
104380,R005,Driver 4,SE,Express,2024-12-06 00:12:51,2024-12-06 00:12:51,On-Time,0
104381,R004,Driver 16,MW,Priority,2025-11-30 15:26:56,2025-12-02 15:26:56,On-Time,0
104382,R005,,NW,S.,2025-05-13 13:53:52,2025-05-12 13:53:52,On-Time,0
104383,R001,Driver 4,SE,Standard,2023-05-10 16:52:30,2023-05-09 16:52:30,On-Time,0
104384,R003,Driver 16,SE,Standard,2025-09-25 12:33:01,2025-09-24 12:33:01,Exception,1
104385,R001,,NE,Express,2025-12-06 18:28:39,2025-12-05 18:28:39,On-Time,0
104386,R001,Driver 12,SE,Priority,2023-10-22 16:04:03,2023-10-21 16:04:03,On-Time,0
104387,R002,Driver 16,NW,Priority,2023-03-19 13:33:18,2023-03-21 13:33:18,Late,0
104388,R003,Driver 19,NE,Express,2023-02-18 22:26:27,2023-02-19 22:26:27,Exception,0
104389,R001,Driver 8,SW,Express,2024-03-13 19:05:46,2024-03-14 19:05:46,On-Time,0
104390,R004,Driver 6,SW,Priority,2025-01-19 05:27:45,2025-01-18 05:27:45,On-Time,0
104391,R001,Driver 10,NE,Priority,2023-03-24 10:52:17,2023-03-25 10:52:17,On-Time,1
104392,R004,Driver 5,NE,Standard,2025-03-16 04:20:43,2025-03-16 04:20:43,On-Time,0
104393,R002,Driver 18,NE,Express,2023-11-09 03:42:15,2023-11-10 03:42:15,On-Time,0
104394,R001,Driver 10,MW,Standard,2025-09-03 16:43:18,2025-09-01 16:43:18,Exception,1
104395,R005,Driver 10,NW,Priority,2023-05-05 06:55:50,2023-05-04 06:55:50,On-Time,0
104396,R002,Driver 7,NW,Standard,2025-06-25 17:53:54,2025-06-23 17:53:54,On-Time,1
104397,R004,Driver 18,SW,Priority,2023-04-01 01:52:11,2023-03-30 01:52:11,On-Time,0
104398,R002,Driver 1,SW,Priority,2023-09-14 20:11:21,2023-09-13 20:11:21,Late,1
104399,R001,Driver 7,SW,Standard,2023-02-17 12:28:46,2023-02-19 12:28:46,On-Time,0
104400,R003,,SE,Express,2023-12-09 20:17:39,2023-12-10 20:17:39,On-Time,1
104401,R003,Driver 1,SW,Standard,2025-09-01 06:55:12,2025-09-01 06:55:12,On-Time,0
104402,R004,Driver 15,NE,Standard,2024-11-18 00:10:24,2024-11-20 00:10:24,On-Time,0
104403,R004,Driver 4,SW,Express,2023-03-21 22:39:32,2023-03-21 22:39:32,On-Time,0
104404,R003,Driver 20,NE,Express,2024-01-10 14:08:32,2024-01-09 14:08:32,On-Time,1
104405,R004,Driver 10,MW,Standard,2024-06-18 07:03:46,2024-06-19 07:03:46,On-Time,0
104406,R002,,SE,Priority,2024-09-05 15:50:13,2024-09-07 15:50:13,On-Time,0
104407,R005,Driver 9,SE,Standard,2025-10-12 06:06:17,2025-10-11 06:06:17,On-Time,0
104408,R005,Driver 2,NW,Priority,2025-11-07 15:56:38,2025-11-09 15:56:38,Exception,0
104409,R002,Driver 14,MW,Express,2024-09-25 23:59:06,2024-09-23 23:59:06,On-Time,0
104410,R005,Driver 16,NE,Express,2024-05-08 15:15:42,2024-05-09 15:15:42,Late,0
104411,R001,Driver 1,MW,Priority,2023-02-17 17:13:36,2023-02-18 17:13:36,On-Time,0
104412,R002,Driver 2,SE,Standard,2025-11-22 17:12:07,2025-11-21 17:12:07,Late,1
104413,R004,Driver 7,N.,E.,2023-08-27 06:38:27,2023-08-26 06:38:27,On-Time,0
104414,R002,Driver 10,MW,Priority,2024-11-14 06:36:12,2024-11-13 06:36:12,On-Time,0
104415,R003,,SE,Priority,2023-02-04 18:18:00,2023-02-05 18:18:00,Late,0
104416,R004,Driver 20,NE,Standard,2024-04-12 01:04:58,2024-04-10 01:04:58,Late,0
104417,R003,Driver 1,NE,Priority,2024-01-15 23:02:18,2024-01-16 23:02:18,Exception,1
104418,R004,Driver 13,SE,Priority,2023-05-12 17:08:05,2023-05-11 17:08:05,Late,0
104419,R005,Driver 1,NE,Standard,2025-11-30 00:41:20,2025-11-30 00:41:20,On-Time,0
104420,R002,Driver 5,SE,Express,2025-03-30 16:47:13,2025-03-28 16:47:13,On-Time,0
104421,R001,Driver 16,SW,Express,2025-09-12 15:37:42,2025-09-13 15:37:42,On-Time,0
104422,R004,Driver 15,SW,Express,2025-03-09 12:28:00,2025-03-09 12:28:00,On-Time,0
104423,R004,Driver 17,NE,Priority,2024-01-07 00:51:36,2024-01-05 00:51:36,Late,0
104424,R003,,NE,Priority,2025-07-18 23:55:19,2025-07-19 23:55:19,On-Time,0
104425,R005,Driver 16,SE,Standard,2025-07-25 17:17:30,2025-07-24 17:17:30,Exception,1
104426,R003,Driver 13,NE,Priority,2023-10-30 00:14:16,2023-10-31 00:14:16,On-Time,0
104427,R003,Driver 11,NW,Priority,2025-05-08 19:56:30,2025-05-06 19:56:30,On-Time,0
104428,R005,Driver 17,SW,Express,2025-04-04 04:53:29,2025-04-03 04:53:29,On-Time,1
104429,R001,Driver 17,NE,Priority,2023-12-20 17:17:38,2023-12-22 17:17:38,On-Time,1
104430,R003,Driver 2,NE,Priority,2025-07-07 18:09:18,2025-07-07 18:09:18,Late,0
104431,R003,Driver 13,MW,Priority,2025-06-01 05:20:20,2025-05-31 05:20:20,Exception,0
104432,R004,Driver 14,NE,Standard,2024-06-21 05:24:09,2024-06-20 05:24:09,On-Time,1
104433,R005,Driver 11,NW,Priority,2025-10-22 07:54:12,2025-10-20 07:54:12,Late,0
104434,R002,Driver 10,SW,Standard,2025-12-24 19:46:35,2025-12-22 19:46:35,On-Time,0
104435,R001,Driver 3,MW,Express,2025-10-31 13:03:52,2025-10-31 13:03:52,Exception,0
104436,R001,Driver 17,SE,Priority,2024-11-08 19:19:17,2024-11-06 19:19:17,On-Time,0
104437,R005,Driver 15,SE,Standard,2024-11-03 17:06:34,2024-11-02 17:06:34,On-Time,0
104438,R004,Driver 9,SW,Express,2024-08-05 08:20:38,2024-08-05 08:20:38,On-Time,1
104439,R004,Driver 10,SE,Priority,2024-10-23 23:42:01,2024-10-23 23:42:01,On-Time,0
104440,R005,Driver 8,NW,Standard,2025-10-27 09:15:03,2025-10-28 09:15:03,On-Time,0
104441,R004,,NE,Standard,2024-05-22 03:11:05,2024-05-21 03:11:05,On-Time,0
104442,R001,Driver 13,SW,Express,2024-05-10 12:27:35,2024-05-09 12:27:35,On-Time,0
104443,R001,Driver 18,MW,Priority,2024-02-05 16:55:08,2024-02-03 16:55:08,On-Time,0
104444,R002,Driver 5,NE,Priority,2024-07-12 09:35:38,2024-07-11 09:35:38,Late,1
104445,R005,Driver 6,SE,Priority,2024-02-10 11:30:15,2024-02-08 11:30:15,Late,0
104446,R003,Driver 17,SE,Standard,2024-06-17 00:44:33,2024-06-16 00:44:33,Late,0
104447,R003,Driver 11,MW,Priority,2023-10-24 00:42:30,2023-10-25 00:42:30,On-Time,0
104448,R002,Driver 20,NW,S.,2024-08-09 15:51:54,2024-08-08 15:51:54,On-Time,0
104449,R002,Driver 16,MW,Standard,2025-07-31 06:04:50,2025-08-01 06:04:50,On-Time,0
104450,R004,Driver 9,SW,Express,2024-02-04 13:24:36,2024-02-03 13:24:36,On-Time,0
104451,R002,Driver 2,MW,Standard,2023-04-05 05:07:50,2023-04-04 05:07:50,On-Time,0
104452,R002,Driver 5,SE,Express,2024-04-01 23:58:23,2024-04-03 23:58:23,On-Time,0
104453,R003,Driver 1,NW,Express,2023-10-01 03:39:41,2023-09-30 03:39:41,On-Time,1
104454,R004,Driver 4,NW,Priority,2025-12-19 19:25:37,2025-12-20 19:25:37,On-Time,0
104455,R002,Driver 4,MW,Express,2025-04-23 13:21:24,2025-04-23 13:21:24,On-Time,0
104456,R002,,SW,Priority,2024-08-24 15:41:37,2024-08-25 15:41:37,Exception,0
104457,R004,,SE,Express,2025-07-16 23:00:19,2025-07-15 23:00:19,Exception,0
104458,R005,Driver 3,NE,Standard,2023-11-29 00:17:07,2023-11-27 00:17:07,On-Time,1
104459,R004,Driver 9,N.,Priority,2024-05-04 21:21:52,2024-05-06 21:21:52,On-Time,0
104460,R003,,MW,Standard,2024-08-07 11:50:50,2024-08-05 11:50:50,Exception,0
104461,R005,,SW,Priority,2024-12-21 22:37:02,2024-12-23 22:37:02,Exception,0
104462,R001,Driver 12,SW,Standard,2023-09-09 19:24:28,2023-09-11 19:24:28,Late,1
104463,R004,Driver 10,SE,Express,2025-03-21 00:30:23,2025-03-19 00:30:23,On-Time,0
104464,R003,Driver 2,NW,Priority,2023-11-11 03:19:04,2023-11-10 03:19:04,On-Time,0
104465,R005,Driver 11,SE,Priority,2024-11-07 02:17:34,2024-11-08 02:17:34,On-Time,0
104466,R004,Driver 10,NE,Priority,2024-05-11 01:07:08,2024-05-09 01:07:08,Late,1
104467,R002,,NE,Express,2024-07-11 00:36:29,2024-07-11 00:36:29,Late,0
104468,R004,Driver 6,NE,Standard,2024-12-21 07:34:06,2024-12-23 07:34:06,On-Time,0
104469,R001,Driver 18,SW,Express,2025-02-04 08:25:33,2025-02-05 08:25:33,On-Time,0
104470,R004,Driver 2,NW,Express,2024-10-15 03:55:11,2024-10-15 03:55:11,On-Time,0
104471,R005,Driver 2,SE,Express,2023-06-09 22:56:47,2023-06-10 22:56:47,Late,0
104472,R005,Driver 10,SE,Standard,2023-11-01 01:58:32,2023-10-31 01:58:32,Late,0
104473,R004,Driver 16,NE,Express,2024-04-24 20:59:10,2024-04-24 20:59:10,On-Time,0
104474,R005,Driver 12,N.,Priority,2023-11-16 06:46:25,2023-11-14 06:46:25,On-Time,1
104475,R002,Driver 1,NW,Express,2023-07-09 07:05:03,2023-07-10 07:05:03,On-Time,0
104476,R004,,MW,Standard,2023-11-23 12:54:48,2023-11-21 12:54:48,Late,0
104477,R002,Driver 8,NW,P.,2025-01-18 22:08:44,2025-01-16 22:08:44,Late,0
104478,R002,Driver 16,NW,Standard,2023-01-03 06:14:57,2023-01-04 06:14:57,On-Time,0
104479,R003,Driver 18,SE,Express,2023-03-09 15:53:00,2023-03-10 15:53:00,On-Time,0
104480,R004,Driver 13,NW,Standard,2023-03-25 03:22:36,2023-03-27 03:22:36,On-Time,0
104481,R005,Driver 15,NW,Priority,2025-04-15 22:16:12,2025-04-17 22:16:12,On-Time,0
104482,R002,,SE,Standard,2025-03-21 16:36:39,,On-Time,0
104483,R003,Driver 12,NW,Priority,2024-07-12 17:43:42,2024-07-12 17:43:42,On-Time,0
104484,R004,Driver 8,SE,Priority,2024-09-01 06:20:50,2024-09-01 06:20:50,Late,0
104485,R004,Driver 10,MW,Express,2025-03-13 04:53:10,2025-03-15 04:53:10,Late,0
104486,R001,Driver 14,SW,Express,2025-12-09 03:25:42,2025-12-07 03:25:42,On-Time,0
104487,R001,Driver 5,SE,Priority,2025-03-01 15:53:57,2025-02-28 15:53:57,On-Time,1
104488,R002,Driver 18,SE,Standard,2024-05-11 11:03:41,2024-05-10 11:03:41,On-Time,1
104489,R001,Driver 19,NW,Priority,2024-06-14 08:09:44,2024-06-15 08:09:44,Late,1
104490,R002,Driver 15,SE,Express,2025-08-06 17:28:49,2025-08-08 17:28:49,Late,1
104491,R005,Driver 6,N.,Standard,2025-05-12 01:06:15,2025-05-13 01:06:15,On-Time,1
104492,R002,Driver 11,NE,Priority,2023-09-18 08:51:06,2023-09-17 08:51:06,On-Time,0
104493,R001,,MW,Express,2023-08-31 14:32:05,2023-09-01 14:32:05,On-Time,1
104494,R005,Driver 11,SE,Priority,2023-07-30 22:08:45,2023-08-01 22:08:45,On-Time,0
104495,R001,Driver 20,NW,Priority,2024-11-16 03:46:22,2024-11-18 03:46:22,On-Time,1
104496,R002,Driver 20,NW,Priority,2024-03-22 01:39:17,2024-03-24 01:39:17,On-Time,0
104497,R003,,SW,Standard,2024-06-04 07:07:33,,On-Time,0
104498,R004,Driver 18,MW,E.,2024-03-27 17:42:42,2024-03-29 17:42:42,On-Time,1
104499,R001,,NW,Express,2023-06-03 02:36:23,2023-06-03 02:36:23,Late,0
104500,R002,Driver 18,SW,Priority,2025-08-14 22:54:18,2025-08-14 22:54:18,On-Time,0
104501,R005,Driver 10,NW,Priority,2023-03-28 08:37:01,2023-03-30 08:37:01,Exception,0
104502,R001,Driver 2,SW,Priority,2023-02-24 04:17:03,2023-02-24 04:17:03,On-Time,0
104503,R001,Driver 9,NE,Standard,2024-01-04 16:37:16,2024-01-06 16:37:16,On-Time,0
104504,R004,Driver 14,NE,Express,2024-03-02 22:51:13,2024-03-01 22:51:13,On-Time,0
104505,R002,Driver 19,N.,Priority,2024-09-07 15:46:01,2024-09-07 15:46:01,On-Time,0
104506,R003,Driver 10,M.,Express,2023-10-15 14:56:48,2023-10-14 14:56:48,On-Time,1
104507,R005,,SE,Priority,2024-01-27 00:00:25,2024-01-27 00:00:25,On-Time,0
104508,R002,Driver 4,MW,Express,2024-11-21 11:34:26,2024-11-19 11:34:26,On-Time,0
104509,R005,Driver 6,MW,Priority,2024-10-10 00:22:26,2024-10-08 00:22:26,Late,1
104510,R001,Driver 14,SE,Standard,2024-04-23 16:53:54,2024-04-22 16:53:54,On-Time,0
104511,R004,Driver 4,NE,Priority,2024-11-11 09:10:17,2024-11-11 09:10:17,On-Time,0
104512,R004,Driver 15,NE,Priority,2023-12-31 01:28:27,2023-12-29 01:28:27,Exception,1
104513,R003,Driver 16,SE,Priority,2025-12-04 15:46:04,2025-12-06 15:46:04,Late,1
104514,R004,Driver 7,SW,Priority,2025-07-01 23:18:58,2025-07-02 23:18:58,On-Time,0
